measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Japan,Both,All ages,Anxiety disorders,Number,2022,3793198.921,4694198.484,3094271.076
Prevalence,Japan,Male,All ages,Anxiety disorders,Percent,2022,0.025522192,0.032010709,0.020685287
Prevalence,Japan,Female,All ages,Anxiety disorders,Percent,2022,0.037310495,0.045946097,0.0303267
Prevalence,Japan,Both,All ages,Anxiety disorders,Percent,2022,0.03165919,0.039155264,0.025812703
Prevalence,Japan,Male,5-14 years,Anxiety disorders,Number,2022,188474.2654,488794.3304,75603.76044
Prevalence,Japan,Female,5-14 years,Anxiety disorders,Number,2022,220207.426,575838.4633,82867.00068
Prevalence,Japan,Both,5-14 years,Anxiety disorders,Number,2022,408681.6915,1066855.059,158848.769
Prevalence,Japan,Male,5-14 years,Anxiety disorders,Percent,2022,0.044458165,0.113254208,0.017747159
Prevalence,Japan,Female,5-14 years,Anxiety disorders,Percent,2022,0.051536364,0.133357376,0.019408546
Prevalence,Japan,Both,5-14 years,Anxiety disorders,Percent,2022,0.048010925,0.124145446,0.018598171
Prevalence,Japan,Male,60+ years,Anxiety disorders,Number,2022,427255.5734,607671.5202,304942.6429
Prevalence,Japan,Female,60+ years,Anxiety disorders,Number,2022,820786.3738,1117860.431,606948.758
Prevalence,Japan,Both,60+ years,Anxiety disorders,Number,2022,1248041.947,1718643.335,911924.1204
Prevalence,Japan,Male,60+ years,Anxiety disorders,Percent,2022,0.021874844,0.031112319,0.015612579
Prevalence,Japan,Female,60+ years,Anxiety disorders,Percent,2022,0.033761668,0.045981963,0.024967429
Prevalence,Japan,Both,60+ years,Anxiety disorders,Percent,2022,0.028466152,0.039203862,0.020800569
Prevalence,Republic of Korea,Male,<5 years,Depressive disorders,Number,2021,3.28776598,6.636280873,1.0840676
Prevalence,Republic of Korea,Female,<5 years,Depressive disorders,Number,2021,3.597244254,6.876801785,1.025907947
Prevalence,Republic of Korea,Both,<5 years,Depressive disorders,Number,2021,6.885010234,13.30718658,2.115280813
Prevalence,Republic of Korea,Male,<5 years,Depressive disorders,Percent,2021,5.75E-06,1.15E-05,1.87E-06
Prevalence,Republic of Korea,Female,<5 years,Depressive disorders,Percent,2021,6.41E-06,1.23E-05,1.87E-06
Prevalence,Republic of Korea,Both,<5 years,Depressive disorders,Percent,2021,6.08E-06,1.21E-05,1.84E-06
Prevalence,Republic of Korea,Male,15-19 years,Depressive disorders,Number,2021,28353.2161,34407.11424,23031.04814
Prevalence,Republic of Korea,Female,15-19 years,Depressive disorders,Number,2021,55041.88814,67369.00963,44757.80761
Prevalence,Republic of Korea,Both,15-19 years,Depressive disorders,Number,2021,83395.10423,101756.9999,66895.03175
Prevalence,Republic of Korea,Male,15-19 years,Depressive disorders,Percent,2021,0.027016969,0.032512641,0.021465762
Prevalence,Republic of Korea,Female,15-19 years,Depressive disorders,Percent,2021,0.051393609,0.062713198,0.041734997
Prevalence,Republic of Korea,Both,15-19 years,Depressive disorders,Percent,2021,0.039327522,0.04772826,0.031490893
Prevalence,Republic of Korea,Male,20-24 years,Depressive disorders,Number,2021,38359.66453,46103.28087,31778.83768
Prevalence,Republic of Korea,Female,20-24 years,Depressive disorders,Number,2021,68927.28751,82615.98097,57591.00743
Prevalence,Republic of Korea,Both,20-24 years,Depressive disorders,Number,2021,107286.952,128485.1246,90202.92697
Prevalence,Republic of Korea,Male,20-24 years,Depressive disorders,Percent,2021,0.025926567,0.031002038,0.021505584
Prevalence,Republic of Korea,Female,20-24 years,Depressive disorders,Percent,2021,0.047157634,0.056357906,0.039308495
Prevalence,Republic of Korea,Both,20-24 years,Depressive disorders,Percent,2021,0.036476427,0.04364652,0.030423825
Prevalence,Republic of Korea,Male,25-29 years,Depressive disorders,Number,2021,45644.76612,54146.95097,37841.08337
Prevalence,Republic of Korea,Female,25-29 years,Depressive disorders,Number,2021,75902.71308,89271.45465,63124.64267
Prevalence,Republic of Korea,Both,25-29 years,Depressive disorders,Number,2021,121547.4792,142769.3389,101831.7412
Prevalence,Republic of Korea,Male,25-29 years,Depressive disorders,Percent,2021,0.025369001,0.029981939,0.021371621
Prevalence,Republic of Korea,Female,25-29 years,Depressive disorders,Percent,2021,0.045424633,0.053432214,0.03767494
Prevalence,Republic of Korea,Both,25-29 years,Depressive disorders,Percent,2021,0.035025656,0.041215078,0.029305354
Prevalence,Republic of Korea,Male,30-34 years,Depressive disorders,Number,2021,43418.4645,51553.69918,36371.91667
Prevalence,Republic of Korea,Female,30-34 years,Depressive disorders,Number,2021,69588.19202,80842.99286,57790.89603
Prevalence,Republic of Korea,Both,30-34 years,Depressive disorders,Number,2021,113006.6565,132010.9477,93764.36655
Prevalence,Republic of Korea,Male,30-34 years,Depressive disorders,Percent,2021,0.02481987,0.029541043,0.02075526
Prevalence,Republic of Korea,Female,30-34 years,Depressive disorders,Percent,2021,0.044321511,0.051561743,0.036828613
Prevalence,Republic of Korea,Both,30-34 years,Depressive disorders,Percent,2021,0.034043845,0.039711272,0.028349121
Prevalence,Republic of Korea,Male,35-39 years,Depressive disorders,Number,2021,45535.68489,52887.78317,38240.81896
Prevalence,Republic of Korea,Female,35-39 years,Depressive disorders,Number,2021,74235.24959,86409.06684,63469.06548
Prevalence,Republic of Korea,Both,35-39 years,Depressive disorders,Number,2021,119770.9345,138384.1911,102354.9829
Prevalence,Republic of Korea,Male,35-39 years,Depressive disorders,Percent,2021,0.024135705,0.028005735,0.020257063
Prevalence,Republic of Korea,Female,35-39 years,Depressive disorders,Percent,2021,0.042867111,0.049874128,0.036637319
Prevalence,Republic of Korea,Both,35-39 years,Depressive disorders,Percent,2021,0.033100268,0.038132073,0.028255267
Prevalence,Republic of Korea,Male,40-44 years,Depressive disorders,Number,2021,48634.6379,57414.87302,39921.37042
Prevalence,Republic of Korea,Female,40-44 years,Depressive disorders,Number,2021,81515.1925,96208.36064,68274.95211
Prevalence,Republic of Korea,Both,40-44 years,Depressive disorders,Number,2021,130149.8304,154384.9369,108629.2053
Prevalence,Republic of Korea,Male,40-44 years,Depressive disorders,Percent,2021,0.023376095,0.027694871,0.019244766
Prevalence,Republic of Korea,Female,40-44 years,Depressive disorders,Percent,2021,0.041405085,0.048880782,0.034673769
Prevalence,Republic of Korea,Both,40-44 years,Depressive disorders,Percent,2021,0.032141513,0.03821683,0.026879912
Prevalence,Republic of Korea,Male,45-49 years,Depressive disorders,Number,2021,48592.92682,58117.12822,40761.55393
Prevalence,Republic of Korea,Female,45-49 years,Depressive disorders,Number,2021,83527.96155,96699.08803,70862.68379
Prevalence,Republic of Korea,Both,45-49 years,Depressive disorders,Number,2021,132120.8884,154995.5956,111904.1767
Prevalence,Republic of Korea,Male,45-49 years,Depressive disorders,Percent,2021,0.02259632,0.027142742,0.018946286
Prevalence,Republic of Korea,Female,45-49 years,Depressive disorders,Percent,2021,0.040289098,0.04664876,0.034195331
Prevalence,Republic of Korea,Both,45-49 years,Depressive disorders,Percent,2021,0.031280843,0.036730001,0.02648874
Prevalence,Republic of Korea,Male,50-54 years,Depressive disorders,Number,2021,49778.6537,59475.43192,42523.17716
Prevalence,Republic of Korea,Female,50-54 years,Depressive disorders,Number,2021,89261.30782,102786.0092,77433.03562
Prevalence,Republic of Korea,Both,50-54 years,Depressive disorders,Number,2021,139039.9615,162065.9504,120741.579
Prevalence,Republic of Korea,Male,50-54 years,Depressive disorders,Percent,2021,0.021990995,0.026302001,0.018814357
Prevalence,Republic of Korea,Female,50-54 years,Depressive disorders,Percent,2021,0.039881294,0.04595148,0.034628692
Prevalence,Republic of Korea,Both,50-54 years,Depressive disorders,Percent,2021,0.030885632,0.035972134,0.026784848
Prevalence,Republic of Korea,Male,55-59 years,Depressive disorders,Number,2021,45918.66007,54754.54065,39298.09238
Prevalence,Republic of Korea,Female,55-59 years,Depressive disorders,Number,2021,82908.39298,97258.30338,71852.79675
Prevalence,Republic of Korea,Both,55-59 years,Depressive disorders,Number,2021,128827.053,152195.7009,111360.3393
Prevalence,Republic of Korea,Male,55-59 years,Depressive disorders,Percent,2021,0.021684843,0.025836012,0.018540539
Prevalence,Republic of Korea,Female,55-59 years,Depressive disorders,Percent,2021,0.0398464,0.046733303,0.034553416
Prevalence,Republic of Korea,Both,55-59 years,Depressive disorders,Percent,2021,0.03068591,0.036245403,0.026512505
Prevalence,Republic of Korea,Male,All ages,Depressive disorders,Number,2021,545670.133,620036.6632,486066.2819
Prevalence,Republic of Korea,Female,All ages,Depressive disorders,Number,2021,1022230.201,1130447.66,930144.8428
Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Number,2021,1567900.334,1747749.075,1418645.228
Prevalence,Republic of Korea,Male,All ages,Depressive disorders,Percent,2021,0.022040091,0.024998427,0.019640273
Prevalence,Republic of Korea,Female,All ages,Depressive disorders,Percent,2021,0.040592153,0.044969846,0.036933066
Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2021,0.03139503,0.035032434,0.028407896
Prevalence,Republic of Korea,Male,5-14 years,Depressive disorders,Number,2021,26742.50795,35126.93981,19687.54494
Prevalence,Republic of Korea,Female,5-14 years,Depressive disorders,Number,2021,62540.3973,79684.84996,46298.13585
Prevalence,Republic of Korea,Both,5-14 years,Depressive disorders,Number,2021,89282.90525,115058.9008,66058.60388
Prevalence,Republic of Korea,Male,5-14 years,Depressive disorders,Percent,2021,0.014464307,0.018652053,0.010525867
Prevalence,Republic of Korea,Female,5-14 years,Depressive disorders,Percent,2021,0.033226588,0.042094212,0.02436538
Prevalence,Republic of Korea,Both,5-14 years,Depressive disorders,Percent,2021,0.023928816,0.030581473,0.017534067
Prevalence,Republic of Korea,Male,60+ years,Depressive disorders,Number,2021,124687.6626,148652.3134,106918.1555
Prevalence,Republic of Korea,Female,60+ years,Depressive disorders,Number,2021,278778.0212,321821.8059,243119.2599
Prevalence,Republic of Korea,Both,60+ years,Depressive disorders,Number,2021,403465.6838,470500.3214,349095.311
Prevalence,Republic of Korea,Male,60+ years,Depressive disorders,Percent,2021,0.021653376,0.025817574,0.018569714
Prevalence,Republic of Korea,Female,60+ years,Depressive disorders,Percent,2021,0.040565289,0.04682612,0.035373079
Prevalence,Republic of Korea,Both,60+ years,Depressive disorders,Percent,2021,0.031943314,0.037254476,0.027636541
Prevalence,Republic of Korea,Male,<5 years,Anxiety disorders,Number,2021,5098.937415,15127.99444,1457.71907
Prevalence,Republic of Korea,Female,<5 years,Anxiety disorders,Number,2021,6637.01417,19304.95897,1935.763135
Prevalence,Republic of Korea,Both,<5 years,Anxiety disorders,Number,2021,11735.95159,34424.64617,3321.430412
Prevalence,Republic of Korea,Male,<5 years,Anxiety disorders,Percent,2021,0.008922321,0.025735522,0.002489152
Prevalence,Republic of Korea,Female,<5 years,Anxiety disorders,Percent,2021,0.011827228,0.033763338,0.003447126
Prevalence,Republic of Korea,Both,<5 years,Anxiety disorders,Percent,2021,0.010361062,0.029739616,0.00299545
Prevalence,Republic of Korea,Male,15-19 years,Anxiety disorders,Number,2021,58588.30754,94931.88434,33393.34413
Prevalence,Republic of Korea,Female,15-19 years,Anxiety disorders,Number,2021,90943.61344,140596.3557,54591.0088
Prevalence,Republic of Korea,Both,15-19 years,Anxiety disorders,Number,2021,149531.921,234161.851,87928.62436
Prevalence,Republic of Korea,Male,15-19 years,Anxiety disorders,Percent,2021,0.055822418,0.089763791,0.032605795
Prevalence,Republic of Korea,Female,15-19 years,Anxiety disorders,Percent,2021,0.084922248,0.130066987,0.051466018
Prevalence,Republic of Korea,Both,15-19 years,Anxiety disorders,Percent,2021,0.070516374,0.110101646,0.042266526
Prevalence,Republic of Korea,Male,20-24 years,Anxiety disorders,Number,2021,64839.84834,95345.81565,45937.51926
Prevalence,Republic of Korea,Female,20-24 years,Anxiety disorders,Number,2021,114651.6695,164803.1482,80627.97674
Prevalence,Republic of Korea,Both,20-24 years,Anxiety disorders,Number,2021,179491.5178,258779.996,124140.3303
Prevalence,Republic of Korea,Male,20-24 years,Anxiety disorders,Percent,2021,0.043831142,0.065075954,0.031218958
Prevalence,Republic of Korea,Female,20-24 years,Anxiety disorders,Percent,2021,0.078441503,0.112864263,0.05519649
Prevalence,Republic of Korea,Both,20-24 years,Anxiety disorders,Percent,2021,0.061030685,0.08800684,0.042377715
Prevalence,Republic of Korea,Male,25-29 years,Anxiety disorders,Number,2021,65324.70833,96176.49467,43353.12787
Prevalence,Republic of Korea,Female,25-29 years,Anxiety disorders,Number,2021,119793.9111,172052.0117,78763.50232
Prevalence,Republic of Korea,Both,25-29 years,Anxiety disorders,Number,2021,185118.6195,265006.909,122747.3268
Prevalence,Republic of Korea,Male,25-29 years,Anxiety disorders,Percent,2021,0.03630344,0.053133652,0.023924438
Prevalence,Republic of Korea,Female,25-29 years,Anxiety disorders,Percent,2021,0.071689449,0.103206858,0.047105896
Prevalence,Republic of Korea,Both,25-29 years,Anxiety disorders,Percent,2021,0.053341273,0.076603096,0.03526108
Prevalence,Republic of Korea,Male,30-34 years,Anxiety disorders,Number,2021,56022.37674,83295.19823,36242.91485
Prevalence,Republic of Korea,Female,30-34 years,Anxiety disorders,Number,2021,104962.6996,154615.0937,68897.20149
Prevalence,Republic of Korea,Both,30-34 years,Anxiety disorders,Number,2021,160985.0763,236363.5956,104596.7147
Prevalence,Republic of Korea,Male,30-34 years,Anxiety disorders,Percent,2021,0.032024199,0.047177958,0.020678593
Prevalence,Republic of Korea,Female,30-34 years,Anxiety disorders,Percent,2021,0.066852113,0.09855807,0.044020344
Prevalence,Republic of Korea,Both,30-34 years,Anxiety disorders,Percent,2021,0.048497346,0.071181031,0.03165337
Prevalence,Republic of Korea,Male,35-39 years,Anxiety disorders,Number,2021,55301.7084,76191.80487,37644.81453
Prevalence,Republic of Korea,Female,35-39 years,Anxiety disorders,Number,2021,108643.6323,145858.3616,74788.60425
Prevalence,Republic of Korea,Both,35-39 years,Anxiety disorders,Number,2021,163945.3407,220639.1586,112433.4188
Prevalence,Republic of Korea,Male,35-39 years,Anxiety disorders,Percent,2021,0.029312171,0.040312014,0.020105375
Prevalence,Republic of Korea,Female,35-39 years,Anxiety disorders,Percent,2021,0.06273664,0.084070449,0.043267951
Prevalence,Republic of Korea,Both,35-39 years,Anxiety disorders,Percent,2021,0.045308788,0.060724273,0.03109713
Prevalence,Republic of Korea,Male,40-44 years,Anxiety disorders,Number,2021,57293.5594,81459.22296,40119.74351
Prevalence,Republic of Korea,Female,40-44 years,Anxiety disorders,Number,2021,116966.2653,163135.8366,82865.74604
Prevalence,Republic of Korea,Both,40-44 years,Anxiety disorders,Number,2021,174259.8247,245794.7832,123765.5504
Prevalence,Republic of Korea,Male,40-44 years,Anxiety disorders,Percent,2021,0.027536756,0.039029091,0.019243801
Prevalence,Republic of Korea,Female,40-44 years,Anxiety disorders,Percent,2021,0.059411087,0.082701956,0.042079511
Prevalence,Republic of Korea,Both,40-44 years,Anxiety disorders,Percent,2021,0.04303361,0.060658367,0.030638989
Prevalence,Republic of Korea,Male,45-49 years,Anxiety disorders,Number,2021,57457.10937,80885.07611,41831.2397
Prevalence,Republic of Korea,Female,45-49 years,Anxiety disorders,Number,2021,119151.9591,164224.1286,88400.67926
Prevalence,Republic of Korea,Both,45-49 years,Anxiety disorders,Number,2021,176609.0685,245094.3884,130541.9978
Prevalence,Republic of Korea,Male,45-49 years,Anxiety disorders,Percent,2021,0.02671588,0.037606115,0.019530762
Prevalence,Republic of Korea,Female,45-49 years,Anxiety disorders,Percent,2021,0.057470815,0.079141826,0.042667887
Prevalence,Republic of Korea,Both,45-49 years,Anxiety disorders,Percent,2021,0.041811653,0.058000183,0.030979121
Prevalence,Republic of Korea,Male,50-54 years,Anxiety disorders,Number,2021,59603.38018,90739.29019,39583.73469
Prevalence,Republic of Korea,Female,50-54 years,Anxiety disorders,Number,2021,125942.3055,183044.3304,87738.30616
Prevalence,Republic of Korea,Both,50-54 years,Anxiety disorders,Number,2021,185545.6857,271870.4539,127322.0408
Prevalence,Republic of Korea,Male,50-54 years,Anxiety disorders,Percent,2021,0.026330876,0.040088953,0.017498019
Prevalence,Republic of Korea,Female,50-54 years,Anxiety disorders,Percent,2021,0.056269201,0.08173362,0.039203991
Prevalence,Republic of Korea,Both,50-54 years,Anxiety disorders,Percent,2021,0.041215527,0.060394018,0.028292705
Prevalence,Republic of Korea,Male,55-59 years,Anxiety disorders,Number,2021,55115.52402,81552.934,37048.53668
Prevalence,Republic of Korea,Female,55-59 years,Anxiety disorders,Number,2021,114463.2156,164416.9418,79655.60919
Prevalence,Republic of Korea,Both,55-59 years,Anxiety disorders,Number,2021,169578.7396,241628.3828,116704.1459
Prevalence,Republic of Korea,Male,55-59 years,Anxiety disorders,Percent,2021,0.02602804,0.038517729,0.017503207
Prevalence,Republic of Korea,Female,55-59 years,Anxiety disorders,Percent,2021,0.055011419,0.078987407,0.038311837
Prevalence,Republic of Korea,Both,55-59 years,Anxiety disorders,Percent,2021,0.040392612,0.057559387,0.027817213
Prevalence,Republic of Korea,Male,All ages,Anxiety disorders,Number,2021,829389.3548,1057986.447,636617.663
Prevalence,Republic of Korea,Female,All ages,Anxiety disorders,Number,2021,1564347.267,1894815.206,1259592.993
Prevalence,Republic of Korea,Both,All ages,Anxiety disorders,Number,2021,2393736.621,2920246.483,1895796.803
Prevalence,Republic of Korea,Male,All ages,Anxiety disorders,Percent,2021,0.03349841,0.042820679,0.025661849
